0,1,2,3
2024.01.08.,"1위 제주반도체 주가, 2위 네오셈 주가, 3위 SFA반도체 주가... 1월 2주차 업종별 주식 반도체와 반도체장비 부문 트렌드지수 순위 발표","1위 제주반도체 주가는 트렌드지수 36,243점으로 전주 12,974점보다 23,269점 상승했다. 2위 네오셈 주가는 트렌드지수 17,534점으로 전주 5,726점보다 11,808점 상승했다. 3위 SFA반도체 주가는 트렌드지수 11,675점으로 전주 3,107점보다 8,568점 상승했다. 4위 퀄리타스반도체 주가는 트렌드지수 10,381점으로 전주 5,406점보다 4,975점 상승했다. 5위 어보브반도체 주가는 트렌드지수 7,740점으로 전주 5,463점보다 2,277점 상승했다. 6위 DB하이텍 주가는 트렌드지수 7,183점, 7위 파두 주가는 트렌드지수 7,178점, 8위 동진쎄미켐 주가는 트렌드지수 7,133점, 9위 칩스앤미디어 주가는 트렌드지수 6,916점, 10위 오킨스전자 주가는 트렌드지수 6,092점이다. 11위 네패스 주가, 12위 하나마이크론 주가, 13위 HPSP 주가, 14위 가온칩스 주가, 15위 주성엔지니어링 주가, 16위 리노공업 주가, 17위 신성이엔지 주가, 18위 에이직랜드 주가, 19위 원익QNC 주가, 20위는 젬백스 주가로 나타났다. 11위 네패스 주가, 12위 하나마이크론 주가, 13위 HPSP 주가, 14위 가온칩스 주가, 15위 주성엔지니어링 주가, 16위 리노공업 주가, 17위 신성이엔지 주가, 18위 에이직랜드 주가, 19위 원익QNC 주가, 20위는 젬백스 주가로 나타났다.",CWN
2024.01.08.,[특징주] 가온칩스 주가 6.02% 하락 '털썩'...시가총액 400억 '증발',"[핀포인트뉴스 한강희 기자] 가온칩스 주가가 큰 폭으로 하락하면서 시가총액 400억원 이상 줄어들었다.  [핀포인트뉴스 한강희 기자] 가온칩스 주가가 큰 폭으로 하락하면서 시가총액 400억원 이상 줄어들었다.  8일 한국거래소에 따르면 가온칩스 주가는 이날 5만4600원에 마감하면서 지난 5일 종가 5만8100원과 비교해 6.02%(3500원) 하락한 것으로 나타났다.  가온칩스의 시가총액도 하루동안 402억원 감소해 6273억원을 기록했다.  이날 가온칩스 전체 거래량은 39만7411주를 기록했는데 이는 전일 거래량 46만7773주의 0.8배 가까운 규모에 해당한다.  한편, 최근 6개월간 이 종목의 월별 등락률은 다음과 같다.  2023년 7월 56.37%, 8월 -9.27%, 9월 -16.5%, 10월 -14.52%, 11월 61.32%, 12월 11.5%, 2024년 1월 -4.55% ",핀포인트뉴스
2024.01.09.,그린리소스 주가 다시 불끈...초전도체 개발 계획 부각,[],핀포인트뉴스
2024.01.09.,"지능형로봇·인공지능(AI) 관련주, '웃음' 비플라이소프트·스맥·알에프세미·바이브컴퍼니·마음AI... '한숨' 티로보틱스·고영·퍼스텍","셀바스AI와 티로보틱스는 전 거래일 대비 각각 350원 1000원 내린 2만1850원과 2만400원에 장을 마감했다. 셀바스AI와 티로보틱스의 주가 하락률은 각각 1.58%, 4.67% 다. 고영과 퍼스텍은 전 거래일 대비 각각 500원, 20원 내린 1만7200원과 3355원에 거래됐다. 고영과 퍼스텍의 주가 하락률은 각각 2.82%, 0.59% 다. 이외에 위세아이텍, 크라우드웍스, 브레인즈컴퍼니, 삼성에스디에스, 링크제니시스, 씨유박스, 네패스, 가온그룹, 오브젠, 알체라, 데이타솔루션, 한국전자인증, 라온피플, 오픈베이스, 영우디에스피, 러셀, 미래컴퍼니, 에이디칩스, 에브리봇, 큐렉소, 핀텔, 코난테크놀로지, 로보로보, LG전자, 트윔 등은 상승했다. 이외에 위세아이텍, 크라우드웍스, 브레인즈컴퍼니, 삼성에스디에스, 링크제니시스, 씨유박스, 네패스, 가온그룹, 오브젠, 알체라, 데이타솔루션, 한국전자인증, 라온피플, 오픈베이스, 영우디에스피, 러셀, 미래컴퍼니, 에이디칩스, 에브리봇, 큐렉소, 핀텔, 코난테크놀로지, 로보로보, LG전자, 트윔 등은 상승했다. 하지만 유일로보틱스, 유진로봇, 휴림로봇, 로보스타, 엠로, 네오펙트, 한화에어로스페이스, 와이더플래닛, 로보티즈, 인포마크 등은 하락했다.",포인트데일리
2024.01.09.,'AI에 투명 TV까지' CES 개봉박두…수혜株 전략은?,[],이데일리언론사 선정
2024.01.09.,1위 제주반도체 주가·2위 퀄리타스반도체 주가·3위 삼성전기 주가 1월 2주차 테마별 주식 온디바이스 AI 부문 트렌드지수 순위 발표,"3위 삼성전기 주가는 트렌드지수 8,961포인트로 전주 5,885포인트보다 3,076포인트 상승했다. 4위 대덕전자 주가는 트렌드지수 8,949포인트로 전주 4,553포인트보다 4,396포인트 상승했다. 5위 칩스앤미디어 주가는 트렌드지수 6,916포인트로 전주 3,966포인트보다 2,950포인트 상승했다. 6위 심텍 주가는 트렌드지수 5,877포인트로 전주 3,253포인트보다 2,624포인트 상승했다. 7위 HPSP 주가는 트렌드지수 5,852포인트로 전주 4,384포인트보다 1,468포인트 상승했다. 8위 네패스 주가는 트렌드지수 5,840포인트로 전주 2,427포인트보다 3,413포인트 상승했다. 9위 텔레칩스 주가는 트렌드지수 5,461포인트로 전주 5,204포인트보다 257포인트 상승했다. 10위 가온칩스 주가는 트렌드지수 4,868포인트로 전주 4,569포인트보다 299포인트 상승했다. 10위 가온칩스 주가는 트렌드지수 4,868포인트로 전주 4,569포인트보다 299포인트 상승했다. 11위 리노공업 주가, 12위 태성 주가, 13위 에이디테크놀로지 주가, 14위 네패스아크 주가로 나타났다.",스타데일리뉴스
2024.01.09.,"1위 엔씨소프트 주가, 2위 텔레칩스 주가, 3위 위지윅스튜디오 주가... 1월 2주차 테마별 주식 증강현실(AR) 부문 트렌드지수 순위 발표","1위 엔씨소프트 주가는 트렌드지수 10,259점으로 전주 8,419점보다 1,840점 상승했다. 2위 텔레칩스 주가는 트렌드지수 4,936점으로 전주 5,204점보다 268점 하락했다. 3위 위지윅스튜디오 주가는 트렌드지수 2,997점으로 전주 2,652점보다 345점 상승했다. 4위 라온텍 주가는 트렌드지수 2,138점으로 전주 2,161점보다 23점 하락했다. 5위 덱스터 주가는 트렌드지수 1,610점으로 전주 1,265점보다 345점 상승했다. 6위 이노시뮬레이션 주가는 트렌드지수 1,556점, 7위 엠게임 주가는 트렌드지수 1,497점, 8위 아이엠 주가는 트렌드지수 1,226점, 9위 비유테크놀러지 주가는 트렌드지수 1,146점, 10위 맥스트 주가는 트렌드지수 1,029점이다. 11위 드래곤플라이 주가, 12위 이랜텍 주가, 13위 팅크웨어 주가, 14위 버넥트 주가, 15위 세코닉스 주가, 16위 에스넷 주가, 17위 가온그룹 주가, 18위 젬백스링크 주가, 19위 신도기연 주가, 20위는 디모아 주가로 나타났다. 11위 드래곤플라이 주가, 12위 이랜텍 주가, 13위 팅크웨어 주가, 14위 버넥트 주가, 15위 세코닉스 주가, 16위 에스넷 주가, 17위 가온그룹 주가, 18위 젬백스링크 주가, 19위 신도기연 주가, 20위는 디모아 주가로 나타났다.",CWN
2024.01.09.,제주반도체 주가 두둥실...온디바이스 AI 열풍 수혜 부각,[],핀포인트뉴스
2024.01.09.,가온칩스 주가 날라갈까...올해부터 반도체 경기 본격 회복 기대,[],핀포인트뉴스
2024.01.09.,"[개장시황] CPI 앞두고 美증시 강세, 국내증시도 상승… 코스피 0.9%↑","딜링룸 전경. [사진=연합뉴스 제공] 라이센스뉴스 = 박정경 기자 | 지난해 12월 소비자물가지수(CPI) 발표를 앞두고 애플과 엔비디아 등 기술주가 반등하며 뉴욕증시가 강세를 보였다. 이 가운데 9일 국내증시도 상승 출발했다. 코스피는 이날 오전 9시 7분 기준 23.77포인트(+0.93%) 상승한 2591.59로 올랐다. 유가증권시장에선 개인과 외국인이 각각 356억원, 302억원 순매도 중인 가운데, 기관이 홀로 658억원 순매수하고 있다. 코스피 업종별 등락률에선 케이씨텍(+4.59%), 디아이(+2.49%) 등 의료정밀 업종이 상승했다. 이어 한국전력(+2.64%), 지역난방공사(+1.36%), JW중외제약(+3.12%), 부광약품(+2.64%) 등 전기·가스, 의약품 업종이 강세를 보이고 있다. 코스닥 시장은 같은 시각 기준 9.76포인트(+1.10%) 오른 889.10으로 상승했다. 코스닥 시장에선 개인과 기관이 각각 55억원, 152억원 순매수 중인 가운데, 외국인이 홀로 171억원 순매도하고 있다. 코스닥 업종별 등락률은 빛샘전자(+21.08%), 가온칩스(+12.09%), 나노신소재(+9.71%), 씨앤씨인터내셔널(+4.15%) 등 반도체, 화학 업종 등이 올랐다. 코스닥 업종별 등락률은 빛샘전자(+21.08%), 가온칩스(+12.09%), 나노신소재(+9.71%), 씨앤씨인터내셔널(+4.15%) 등 반도체, 화학 업종 등이 올랐다.",라이센스뉴스
2024.01.09.,"가온칩스, 급락 하루만에 15% 급등…52주 최고가 경신",[],이코노뉴스
2024.01.09.,"[종합] 코스피, 2600포인트 탈환 시도…1%대 상승 출발","코스피 지수가 2600포인트 회복을 시도하며 상승 출발했다. 9일 코스피지수는 전 거래일 대비 30.49포인트(1.19%) 오른 2598.31에 개장했다. 장 초반 개인과 외국인은 각각 574억 원, 313억 원 순매도하고 있고, 기관은 914억 원 순매수하고 있다.코스피는 최근 4거래일 하락에 따른 매수세 유입 속 뉴욕 연방은행의 기대인플레이션 하락, 유가 급락 등에 따른 미국 증시 강세 효과에 힘입어 반등에 나섰다.업종 측면에서는 AI, 반도체 관련주들로의 수급 집중 여부가 관전 포인트로 꼽힌다. 이날부터 CES 2024가 시작되고 있는 가운데, 엔비디아가 가정용 AI 칩 공개로 인해 신고가를 경신하는 등 미국 증시에서 AMD, 마이크론 등 AI 관련주들이 동반 강세를 연출했다.한지영‧김지현 키움증권 연구원은 ""삼성전자 잠정실적도 대기하고 있는 만큼, 이날 국내 증시는 AI, 반도체 관련주 주가 변화가 전반적인 증시 방향성에 영향을 줄 것으로 전망한다""고 했다.업종별로 살펴보면 전기가스업(1.97%), 의약품(1.66%), 의료정밀(1.55%), 서비스업(1.33%), 보험(1.27%), 증권(1.24%), 금융업(1.13%) 등 대부분 업종이 오름세다.시가총액 상위 종목 중에서는 한진칼(4.88%), 한화솔루션(4.49%), 카카오페이(3.65%), 한미반도체(3.10%), 셀트리온(2.91%), 카카오(2.80%), 카카오뱅크(2.70%) 등이 강세다.HMM(-1.69%), 에코프로머티(-1.39%) 등은 약세다.코스닥지수는 전 거래일 대비 6.76포인트(0.77%) 오른 886.10에 개장했다.개인과 외국인은 각각 143억 원, 101억 원 순매도하고 있고, 기관은 317억 원 순매수하고 있다.시총 상위 종목 중에서는 가온칩스(11.54%), 나노신소재(9.27%), ISC(8.45%), 아이티엠반도체(7.68%), 제주반도체(7.44%), 와이아이케이(5.68%), 레고켐바이오(5.42%), 리노공업(4.84%) 등이 강세다.LS머트리얼즈(-4.17%), 아프리카TV(-2.02%), 파두(-1.70%), JYP엔터(-1.54%) 등은 약세다. 9일 코스피지수는 전 거래일 대비 30.49포인트(1.19%) 오른 2598.31에 개장했다. 장 초반 개인과 외국인은 각각 574억 원, 313억 원 순매도하고 있고, 기관은 914억 원 순매수하고 있다.코스피는 최근 4거래일 하락에 따른 매수세 유입 속 뉴욕 연방은행의 기대인플레이션 하락, 유가 급락 등에 따른 미국 증시 강세 효과에 힘입어 반등에 나섰다.업종 측면에서는 AI, 반도체 관련주들로의 수급 집중 여부가 관전 포인트로 꼽힌다. 이날부터 CES 2024가 시작되고 있는 가운데, 엔비디아가 가정용 AI 칩 공개로 인해 신고가를 경신하는 등 미국 증시에서 AMD, 마이크론 등 AI 관련주들이 동반 강세를 연출했다.한지영‧김지현 키움증권 연구원은 ""삼성전자 잠정실적도 대기하고 있는 만큼, 이날 국내 증시는 AI, 반도체 관련주 주가 변화가 전반적인 증시 방향성에 영향을 줄 것으로 전망한다""고 했다.업종별로 살펴보면 전기가스업(1.97%), 의약품(1.66%), 의료정밀(1.55%), 서비스업(1.33%), 보험(1.27%), 증권(1.24%), 금융업(1.13%) 등 대부분 업종이 오름세다.시가총액 상위 종목 중에서는 한진칼(4.88%), 한화솔루션(4.49%), 카카오페이(3.65%), 한미반도체(3.10%), 셀트리온(2.91%), 카카오(2.80%), 카카오뱅크(2.70%) 등이 강세다.HMM(-1.69%), 에코프로머티(-1.39%) 등은 약세다.코스닥지수는 전 거래일 대비 6.76포인트(0.77%) 오른 886.10에 개장했다.개인과 외국인은 각각 143억 원, 101억 원 순매도하고 있고, 기관은 317억 원 순매수하고 있다.시총 상위 종목 중에서는 가온칩스(11.54%), 나노신소재(9.27%), ISC(8.45%), 아이티엠반도체(7.68%), 제주반도체(7.44%), 와이아이케이(5.68%), 레고켐바이오(5.42%), 리노공업(4.84%) 등이 강세다.LS머트리얼즈(-4.17%), 아프리카TV(-2.02%), 파두(-1.70%), JYP엔터(-1.54%) 등은 약세다.",이투데이
2024.01.09.,[특징주]엔비디아 AI 훈풍에…반도체株 일제히 '급등',[],이데일리
2024.01.09.,에이디테크놀로지 주가 들썩...기관과 외국인 대량매물은 실망,[],핀포인트뉴스
2024.01.09.,"[특징주] 가온칩스, 엔비디아발 AI반도체 기대감에 14%대 급등","▲가온칩스 CI. 가온칩스 [에너지경제신문 김기령 기자] 엔비디아 주가가 뉴욕 증시에서 사상 최고치를 기록하면서 반도체 디자인 전문 업체인 가온칩스를 비롯한 국내 반도체 종목들이 일제히 강세를 보이고 있다.9일 한국거래소에 따르면 이날 9시31분 기준 가온칩스는 전 거래일 대비 8100원(14.84%) 오른 6만2700원에 거래되고 있다.가온칩스가 10% 넘게 상승한 데는 엔비디아가 가정용AI 반도체 3종을 공개하면서 뉴욕 증시에서 주가가 사상 최고치를 기록한 데 따른 것으로 보인다.엔비디아는 지난 8일(현지시간) 미국 라스베이거스에서 열린 ‘2024 국제전자제품박람회(CES)’에서 개인용 컴퓨터(PC)로 생성형AI(인공지능)를 구동할 수 있는 그래픽처리장치(CPU) 3종을 새로 공개했다.이 소식에 엔비디아 주가는 급등해 사상 최고치를 경신했으며 국내 증시에서도 AI 반도체 관련 기업들이 강세다. 가온칩스를 비롯해 제주반도체(13.47%), 텔레칩스(3.87%), 칩스앤미디어(3.21%) 등이 오름세를 기록 중이다.giryeong@ekn.kr  [에너지경제신문 김기령 기자] 엔비디아 주가가 뉴욕 증시에서 사상 최고치를 기록하면서 반도체 디자인 전문 업체인 가온칩스를 비롯한 국내 반도체 종목들이 일제히 강세를 보이고 있다.9일 한국거래소에 따르면 이날 9시31분 기준 가온칩스는 전 거래일 대비 8100원(14.84%) 오른 6만2700원에 거래되고 있다.가온칩스가 10% 넘게 상승한 데는 엔비디아가 가정용AI 반도체 3종을 공개하면서 뉴욕 증시에서 주가가 사상 최고치를 기록한 데 따른 것으로 보인다.엔비디아는 지난 8일(현지시간) 미국 라스베이거스에서 열린 ‘2024 국제전자제품박람회(CES)’에서 개인용 컴퓨터(PC)로 생성형AI(인공지능)를 구동할 수 있는 그래픽처리장치(CPU) 3종을 새로 공개했다.이 소식에 엔비디아 주가는 급등해 사상 최고치를 경신했으며 국내 증시에서도 AI 반도체 관련 기업들이 강세다. 가온칩스를 비롯해 제주반도체(13.47%), 텔레칩스(3.87%), 칩스앤미디어(3.21%) 등이 오름세를 기록 중이다.giryeong@ekn.kr ",에너지경제
2024.01.09.,[특징주] 엔비디아 사상 최고가 소식에 국내 AI 관련주 강세,"[뉴스웍스=유한새 기자] 미국 인공지능(AI) 반도체 기업 엔비디아가 뉴욕증시 사상 최고치를 기록하자 국내 AI 관련 종목이 강세를 보이고 있다. 9일 한국거래소에 따르면 오전 9시 24분 기준 가온칩스가 전장 대비 7800원(14.29%) 상승한 6만2400원에 거래되고 있다.  9일 한국거래소에 따르면 오전 9시 24분 기준 가온칩스가 전장 대비 7800원(14.29%) 상승한 6만2400원에 거래되고 있다.  같은시각 ▲제주반도체(10.85%) ▲에이디테크놀로지(5.08%) ▲칩스앤미디어(4.13%) ▲리노공업(4.12%) 등 AI 관련주가 동반 강세를 보이고 있다. AI 관련주 급등은 간밤 뉴욕증시에서 엔비디아 주가가 사상 최고치를 기록한 데 따른 것으로 보인다.  엔비디아는 6.43% 상승 마감하며 사상 최고치를 경신했다.",뉴스웍스
2024.02.05.,주간 순매수 상위종목은?...외국인·기관은 현대차...개인은 SK하이닉스,"1위 HLB생명과학 240억원(150만주), 2위 아프리카TV 233억원(23만주), 3위 한글과컴퓨터 211억원(89만주), 4위 인터플렉스 145억원(85만주), 5위 레고켐바이오 114억원(24만주), 6위 칩스앤미디어 113억원(43만주), 7위 에스엠 108억원(15만주), 8위 코세스 107억원(62만주), 9위 하림지주 101억원(126만주), 10위 테크윙 97억원(63만주), 11위 HLB제약 94억원(53만주), 12위 뉴프렉스 81억원(86만주), 13위 비에이치아이 73억원(96만주), 14위 와이아이케이 71억원(123만주), 15위 보로노이 57억원(16만주), 16위 하나마이크론 57억원(23만주), 17위 펩트론 56억원(23만주), 18위 큐알티 55억원(23만주), 19위 가온칩스 52억원(9만주), 20위 글로벌텍스프리 52억원(118만주) 1위 HLB생명과학 240억원(150만주), 2위 아프리카TV 233억원(23만주), 3위 한글과컴퓨터 211억원(89만주), 4위 인터플렉스 145억원(85만주), 5위 레고켐바이오 114억원(24만주), 6위 칩스앤미디어 113억원(43만주), 7위 에스엠 108억원(15만주), 8위 코세스 107억원(62만주), 9위 하림지주 101억원(126만주), 10위 테크윙 97억원(63만주), 11위 HLB제약 94억원(53만주), 12위 뉴프렉스 81억원(86만주), 13위 비에이치아이 73억원(96만주), 14위 와이아이케이 71억원(123만주), 15위 보로노이 57억원(16만주), 16위 하나마이크론 57억원(23만주), 17위 펩트론 56억원(23만주), 18위 큐알티 55억원(23만주), 19위 가온칩스 52억원(9만주), 20위 글로벌텍스프리 52억원(118만주) 1위 에코프로비엠 -653억원(-29만주), 2위 알테오젠 -425억원(-55만주), 3위 엔켐 -375억원(-24만주), 4위 신성델타테크 -144억원(-19만주), 5위 엘앤에프 -136억원(-9만주), 6위 포스코DX -97억원(-17만주), 7위 차바이오텍 -85억원(-47만주), 8위 크리스탈신소재 -82억원(-520만주), 9위 하이비젼시스템 -81억원(-36만주), 10위 고영 -80억원(-40만주), 11위 에스앤에스텍 -70억원(-17만주), 12위 넥슨게임즈 -65억원(-39만주), 13위 피엔티 -65억원(-17만주), 14위 코스메카코리아 -61억원(-16만주), 15위 주성엔지니어링 -55억원(-17만주), 16위 HPSP -54억원(-11만주), 17위 JYP Ent. -51억원(-7만주), 18위 원익IPS -50억원(-16만주), 19위 레인보우로보틱스 -50억원(-3만주), 20위 성우하이텍 -46억원(-47만주) 1위 에코프로 590억원(11만주), 2위 에코프로비엠 493억원(22만주), 3위 포스코DX 456억원(80만주), 4위 HLB 190억원(28만주), 5위 GST 120억원(38만주), 6위 에이비엘바이오 96억원(42만주), 7위 위메이드 88억원(17만주), 8위 알테오젠 81억원(10만주), 9위 HLB생명과학 77억원(47만주), 10위 더블유씨피 48억원(11만주), 11위 카카오게임즈 46억원(19만주), 12위 동진쎄미켐 46억원(12만주), 13위 주성엔지니어링 43억원(12만주), 14위 휴젤 40억원(2만주), 15위 웹젠 39억원(23만주), 16위 HPSP 39억원(9만주), 17위 데브시스터즈 36억원(9만주), 18위 솔브레인홀딩스 36억원(8만주), 19위 코스메카코리아 32억원(8만주), 20위 가온칩스 28억원(4만주) 1위 엔켐 -580억원(-36만주), 2위 엘앤에프 -257억원(-18만주), 3위 엠로 -214억원(-34만주), 4위 ISC -193억원(-26만주), 5위 에스엠 -188억원(-25만주), 6위 한글과컴퓨터 -186억원(-77만주), 7위 이스트소프트 -154억원(-41만주), 8위 덕산네오룩스 -153억원(-41만주), 9위 아프리카TV -152억원(-15만주), 10위 칩스앤미디어 -130억원(-49만주), 11위 JYP Ent. -124억원(-16만주), 12위 펩트론 -117억원(-46만주), 13위 파마리서치 -114억원(-11만주), 14위 인텔리안테크 -112억원(-20만주), 15위 두산테스나 -107억원(-23만주), 16위 플리토 -106억원(-26만주), 17위 하나머티리얼즈 -102억원(-22만주), 18위 보로노이 -101억원(-29만주), 19위 글로벌텍스프리 -99억원(-228만주), 20위 에이직랜드 -99억원(-22만주) 1위 엔켐 983억원(61만주), 2위 엘앤에프 381억원(26만주), 3위 알테오젠 341억원(45만주), 4위 ISC 187억원(25만주), 5위 엠로 184억원(29만주), 6위 에코프로비엠 182억원(8만주), 7위 JYP Ent. 172억원(22만주), 8위 이스트소프트 148억원(29만주), 9위 신성델타테크 146억원(19만주), 10위 하이비젼시스템 139억원(59만주), 11위 에이직랜드 138억원(31만주), 12위 레인보우로보틱스 129억원(8만주), 13위 인텔리안테크 122억원(22만주), 14위 파마리서치 115억원(11만주), 15위 고영 111억원(58만주), 16위 덕산네오룩스 106억원(28만주), 17위 퀄리타스반도체 105억원(32만주), 18위 에스앤에스텍 104억원(25만주), 19위 플리토 95억원(21만주), 20위 두산테스나 87억원(19만주) 1위 에코프로 -584억원(-11만주), 2위 포스코DX -357억원(-62만주), 3위 HLB생명과학 -309억원(-192만주), 4위 HLB -271억원(-41만주), 5위 GST -137억원(-45만주), 6위 인터플렉스 -116억원(-67만주), 7위 하림지주 -112억원(-140만주), 8위 코세스 -105억원(-60만주), 9위 레고켐바이오 -76억원(-15만주), 10위 가온칩스 -74억원(-12만주), 11위 아프리카TV -73억원(-7만주), 12위 에이비엘바이오 -71억원(-32만주), 13위 와이아이케이 -71억원(-124만주), 14위 동진쎄미켐 -65억원(-17만주), 15위 위메이드 -62억원(-12만주), 16위 테크윙 -61억원(-39만주), 17위 네오셈 -59억원(-54만주), 18위 피에스케이홀딩스 -51억원(-17만주), 19위 에코플라스틱 -49억원(-98만주), 20위 카카오게임즈 -49억원(-19만주) 정준범 글로벌이코노믹 기자 jjbkey@g-enews.com [알림] 본 기사는 투자판단의 참고용이며, 이를 근거로 한 투자손실에 대한 책임은 없습니다. ",글로벌이코노믹
2024.02.05.,"1위 어보브반도체 주가, 2위 SFA반도체 주가, 3위 고영 주가... 1월 5주차 테마별 주식 시스템반도체 부문 트렌드지수 순위 발표","1위 어보브반도체 주가는 트렌드지수 27,179점으로 전주 3,715점보다 23,464점 상승했다. 2위 SFA반도체 주가는 트렌드지수 24,931점으로 전주 5,288점보다 19,643점 상승했다. 3위 고영 주가는 트렌드지수 13,562점으로 전주 3,940점보다 9,622점 상승했다. 4위 가온칩스 주가는 트렌드지수 8,094점으로 전주 6,483점보다 1,611점 상승했다. 4위 가온칩스 주가는 트렌드지수 8,094점으로 전주 6,483점보다 1,611점 상승했다. 5위 하나마이크론 주가는 트렌드지수 6,685점으로 전주 5,794점보다 891점 상승했다. 또 6위 테크윙 주가는 트렌드지수 6,636점, 7위 파두 주가는 트렌드지수 6,204점, 8위 퀄리타스반도체 주가는 트렌드지수 5,999점, 9위 매커스 주가는 트렌드지수 5,066점, 10위 리노공업 주가는 트렌드지수 5,045점이다. 이어 11위 이미지스 주가, 12위 에이직랜드 주가, 13위 칩스앤미디어 주가, 14위 네패스 주가, 15위 텔레칩스 주가, 16위 LB세미콘 주가, 17위 LX세미콘 주가, 18위 큐알티 주가, 19위 에스앤에스텍 주가, 20위 DB하이텍 주가 순으로 나타났다.",CWN
2024.02.05.,[리스트] MVP 상위 주식 20선... 코세스 등 - 5일,"				가치투자 전문 포털 아이투자(itooza.com)는 실적과 밸류에이션, 수급 매력을 두루 갖춘 종목을 추려낸 결과, 5일 코세스가 포함됐다고 밝혔다.이는 아이투자가 자체 개발한 종목평가 로직 'MVP 점수'에 따른 것으로 매일 개장 전 새롭게 업데이트해 추려낸 20선을 투자 참고용으로 장 초반 소개하고 있다.# 3개 항목 골고루 높은 평가를 받은 종목: 코세스, 크래프톤, 가온칩스, 국보디자인, 키움증권, 고려신용정보 				가치투자 전문 포털 아이투자(itooza.com)는 실적과 밸류에이션, 수급 매력을 두루 갖춘 종목을 추려낸 결과, 5일 코세스가 포함됐다고 밝혔다.이는 아이투자가 자체 개발한 종목평가 로직 'MVP 점수'에 따른 것으로 매일 개장 전 새롭게 업데이트해 추려낸 20선을 투자 참고용으로 장 초반 소개하고 있다.# 3개 항목 골고루 높은 평가를 받은 종목: 코세스, 크래프톤, 가온칩스, 국보디자인, 키움증권, 고려신용정보",아이투자
2024.02.05.,"삼성전자 주가, 제주반도체 주가, SK하이닉스 주가… 2월 5일 테마별 주식 온디바이스 AI 현재 거래량 순위","3위 SK하이닉스 주가는 134,000원으로 전일대비 900원 하락 중이다. 4위 HPSP 주가는 46,000원으로 전일대비 850원 하락 중이다. 5위 태성 주가는 3,975원으로 전일대비 80원 하락 중이다. 6위 가온칩스 주가는 62,400원으로 전일대비 2,100원 상승 중이다. 6위 가온칩스 주가는 62,400원으로 전일대비 2,100원 상승 중이다. 7위 삼성전기 주가는 136,500원으로 전일대비 3,700원 하락 중이다. 8위 오픈엣지테크놀로지 주가는 19,860원으로 전일대비 120원 하락 중이다. 9위 칩스앤미디어 주가는 25,050원으로 전일대비 350원 하락 중이다. 10위 텔레칩스 주가는 26,750원으로 전일대비 50원 상승 중이다.",스타데일리뉴스
2024.02.05.,비플라이소프트 주가 불기둥...AI 학습용 빅데이터 중심 외형성장과 내실 박차,같은 기간 매출액은 169억원으로 4.0% 증가했고 순이익은 8억원으로 턴어라운드에 성공했다. 이날 오전 11시 8분 지능형로봇 인공지능(AI) 관련주인 오브젠 줌인터넷 유진로봇 에스피시스템스 알에프세미 라온피플 신테카바이오 로보로보 로보스타 큐렉소 TPC 오브젠 알체라 유일로보틱스 오픈베이스 러셀 코난테크놀로지 스맥 링크제니시스  엠로 에이디칩스 우리기술 고영 퍼스텍 커머스마이너 제이엘케이 에브리봇 신성델타테크 핀텔 미래컴퍼니 뷰노 코어라인소프트 이랜시스 바이브컴퍼니 한국전자인증 영우디에스피 싸이맥스 데이타솔루션 노블엠앤비 씨유박스 브레인즈컴퍼니 네패스 삼성에스디에스 루닛 모아데이타 딥노이드 엑셈  뷰노 와이더플래닛 셀바스AI 코난테크놀로지 레인보우로보틱스 제이엘케이 마슴AI 인포마크는 로보티즈 삼성에스디에스  크라우드웍스 가온그룹 에스티큐브 이랜시스 인포마크 와이더플래닛 엠로 위세아이텍 마음AI 솔트룩스 비플라이소프트는 보합 내지 크게 출렁 거리고 있다 오브젠은 보합인 2만 750원에 거래를 마감했다. ,핀포인트뉴스
2024.02.05.,"비플라이소프트, 고영, 모비스… 2월 5일 테마별 주식 지능형로봇/인공지능(AI) 현재거래량 순위",[],라온신문
